,JobName,CompanyName,LocationJob,JobType,Type_of_Experience,Years_of_Experience,Skills
7447,National Graduate Training Program,Emirates Group Careers ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
7448,Consultant Nephrology,Ash International ,Riyadh,Full Time,Not specified,Medical/Healthcare,"['medical', 'dermatology', 'doctor', 'ct', 'cardiac', 'nephrology']"
7449,Specialist,First Gulf Bank PJSC ,Abu Dhabi,Full Time,Not specified,Accounting/Finance,['Customer Service
7450,Continuous Improvement & Transformation Manager,Qatar Airways ,Doha,Full Time,Not specified,Manufacturing/Production,"['Quality', 'Engineering - Mechanical"
7451,Steward Attendant,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Cairo,Full Time,Not specified,Customer Service/Support,['Hospitality
7452,VISA LIAISON,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,Administration,['Customer Service
7453,Lead Instrumentation Engineer,MphExperts ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7454,Consultant Breast Radiology,Ash International ,Riyadh,Full Time,Not specified,IT/Software Development,['Medical
7455,Lead BIM Engineer,UrbaCon Contracting & Trading Company ,Riyadh,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7456,Analyst,Jones Lang LaSalle Incorporated ,Riyadh,Full Time,Not specified,Administration,['IT
7457,Associate Business Director,Publicis Group ,Dubai,Full Time,Not specified,Business Development,['Customer Service
7458,HIS Implementation Consultant,IQVIA Holdings Inc. ,Riyadh,Full Time,Not specified,Accounting/Finance,['IT
7459,Associate Business Director,Publicis Group ,Dubai,Full Time,Not specified,Business Development,['Customer Service
7460,Systems Engr II,Honeywell International Inc ,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7461,Senior BI Analyst,Concentrix Corporation ,Cairo,Full Time,Not specified,IT/Software Development,['Analyst
7462,Consultant Paediatric Haematology,Ash International ,Medina,Full Time,Not specified,Medical/Healthcare,"['doctor', 'healthcare', 'medical', 'pharmacy']"
7463,Housekeeping Supervisor,Rotana Hotel Management Corporation ,Sharjah,Full Time,Not specified,Administration,['Hospitality
7464,Consultant Nephrology,Ash International ,Riyadh,Full Time,Not specified,Medical/Healthcare,"['medical', 'dermatology', 'doctor', 'ct', 'cardiac']"
7465,Housekeeping Coordinator,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Riyadh,Full Time,Not specified,Administration,['Hospitality
7466,Sales Executive,Al Futtaim Group ,Doha,Full Time,Not specified,Business Development,['Customer Service
7467,Housekeeping Supervisor,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Dubai,Full Time,Not specified,Administration,['Hospitality
7468,Infrastructure Team Leader,Progressive GE ,Riyadh,Full Time,Experienced,IT/Software Development,['Sales
7469,Senior,Si,Cairo,Full Time,Not specified,IT/Software Development,"['Quality', 'Engineering - Telecom"
7470,Systems Engineer 1,Honeywell International Inc ,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7471,Consultant Infertility,Ash International ,Riyadh,Full Time,Not specified,IT/Software Development,['Sales
7472,Consultant Emergency Medicine,Ash International ,Doha,Full Time,Not specified,IT/Software Development,['Medical
7473,Engineer,MRSOOL Inc ,Dubai,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7474,Food & Beverage Service Expert,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Doha,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
7475,Security Engineer,Cenomi Group ,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7476,Senior Backend Software Engineer,Si,Cairo,Full Time,Not specified,IT/Software Development,"['Quality', 'Engineering - Telecom"
7477,Risk Engineer,alfanar Group ,Riyadh,Full Time,Not specified,IT/Software Development,['Project
7478,Repair Tendering Administrator,Kone Ag ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7479,Consultant Hepatology & Liver Transplantation,Ash International ,Riyadh,Full Time,Not specified,Medical/Healthcare,['Sales
7480,Customer Onboarding Specialist,Easygenerator ,Dubai,Full Time,Not specified,Customer Service/Support,['Logistics
7481,Business Development Manager,Ingram Micro Inc. ,Doha,Full Time,Not specified,Business Development,['Marketing
7482,Senior Planning Engineer M,Egis Group ,Kuwait City,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Project
7483,Human Resources Officer,Rotana Hotel Management Corporation ,Jeddah,Full Time,Not specified,Administration,"['Human Resources', 'Operations"
7484,Finance & Operations Specialist,Charterhouse Middle East ,Dubai,Full Time,Not specified,Accounting/Finance,['Operations
7485,Commi II,Alshaya Group ,Kuwait City,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
7486,Consultant Obstetrics and Gynaecology,Ash International ,Riyadh,Full Time,Not specified,Operations/Management,['Medical
7487,Consultant Echo Cardiology,Ash International ,Riyadh,Full Time,Not specified,IT/Software Development,['Medical
7488,Housemaid,Fundamental Hospitality ,Dubai,Full Time,Not specified,Accounting/Finance,['Hospitality
7489,ARCHITECT I,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,IT/Software Development,['Project
7490,Fabrication Engineer,UrbaCon Contracting & Trading Company ,Doha,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Manufacturing
7491,Hotel Cleanliness Supervisor,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Doha,Full Time,Not specified,Administration,['Hospitality
7492,Executive Director,First Gulf Bank PJSC ,Dubai,Full Time,Not specified,Administration,['Engineering - Construction
7493,SAP Lead MEA,DXC.technology ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7494,Specialist,Roads and Transport Authority ,Dubai,Full Time,Not specified,Marketing/PR/Advertising,['Sales
7495,Assistant Technician,Dubai Airports ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7496,Agile Coach – Banking,Salt Search Ltd ,Dubai,Full Time,Not specified,IT/Software Development,['Sales
7497,Telephone Operator,Rotana Hotel Management Corporation ,Dubai,Full Time,Not specified,Administration,['Customer Service
7498,Manager Procurement Systems,Etihad Airways ,Abu Dhabi,Full Time,Not specified,Logistics/Supply Chain,['Operations
7499,Senior Manager,Neworleansbio ,Cairo,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7500,Senior Portfolio Manager,Salt Search Ltd ,Abu Dhabi,Full Time,Not specified,IT/Software Development,['Project
7501,Front Desk Manager,Rotana Hotel Management Corporation ,Jeddah,Full Time,Not specified,Administration,['Customer Service
7502,Head of QHSE Suez,DP World Limited ,Suez,Full Time,Not specified,Accounting/Finance,['IT
7503,I&C Technician,FIELDCORE ,Kuwait City,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7504,Cleaning Supervisor,UrbaCon Contracting & Trading Company ,Doha,Full Time,Not specified,Administration,['Logistics
7505,Charter Sales Executive,Air Charter Service Canada ,Dubai,Full Time,Not specified,Business Development,['Customer Service
7506,Associate Business Director,Leo Burnett ,Dubai,Full Time,Not specified,Business Development,['Customer Service
7507,Customer Onboarding Specialist – German,Easygenerator ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
7508,Safety & Loss Prevention Officer,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Sharjah,Full Time,Not specified,Quality,['Engineering - Mechanical
7509,National Graduate Training Program,Emirates Group Careers ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
7510,Consultant Paediatrician with special interest in Neonatology,Mediclinic International ,Abu Dhabi,Full Time,Not specified,Customer Service/Support,['IT
7511,Senior Revenue Management Analyst,Qatar Airways ,Doha,Full Time,Not specified,IT/Software Development,['Project
7512,Hostess,Kempinski Hotels ,Dubai,Full Time,Not specified,Customer Service/Support,['Hospitality
7513,Senior Manager,"Procore Technologies, Inc ",Cairo,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7514,Chemistry Teachers,Lincoln College International ,Riyadh,Full Time,Not specified,R&D/Science,['Writing
7515,Nursery,Kipina Kids Cairo ,6th of October,Full Time,Experienced,1 - 5 Yrs of Exp,['Education
7516,Senior Backend Developer PHP,Confidential ,Cairo,Full Time,Experienced,4 - 8 Yrs of Exp,['IT
7517,Backend Developer PHP,Confidential ,Cairo,Full Time,Entry Level,1 - 4 Yrs of Exp,['IT
7518,International Business Developer,The Translation Gate ,Maadi,Full Time,Entry Level,1 - 2 Yrs of Exp,"['Business Development', 'Customer Service"
7519,Senior Mechanical engineer,Bainona Engineering Company  ,Nasr City,Full Time,Experienced,8 - 15 Yrs of Exp,['Engineering - Construction
7520,Senior structural engineer,Bainona Engineering Company  ,Nasr City,Full Time,Experienced,8 - 15 Yrs of Exp,['Engineering - Telecom
7521,Account Manager,RTX for Shipping ,Nasr City,Full Time,Experienced,2 - 2 Yrs of Exp,"['females_only', 'Logistics"
7522,Quantity Surveyor,Confidential ,Giza,Part Time,Experienced,3 - 5 Yrs of Exp,['Engineering - Construction
7523,SEO Creative Writer,Finding From Egy  ,Smouha,Full Time,Experienced,2 - 5 Yrs of Exp,"['females_only', 'Writing"
7524,Expert WordPress,Ultimate Solutions Egypt ,6th of October,Full Time,Experienced,5+ Yrs of Exp,['IT
7525,Marketing & Business Development Director,GPS ,Heliopolis,Full Time,Senior Management,20 - 20 Yrs of Exp,"['Business Development', 'Marketing"
7526,Payroll Manager,GPS ,Heliopolis,Full Time,Manager,10 - 12 Yrs of Exp,"['Human Resources', 'Payroll', 'Payroll Software', 'Oracle', 'Human Resources"
7527,Administration Manager,GPS ,Heliopolis,Full Time,Manager,10 - 15 Yrs of Exp,"['Administration', 'Administration', 'Business Administration', 'Leadership', 'facilities', 'Office management', 'business']"
7528,HR & Admin Assistant,Micro Engineering ,Heliopolis,Full Time,Entry Level,1 - 1 Yrs of Exp,"['Administration', 'Human Resources', 'Administration', 'English', 'Human Resources', 'Microsoft Office', 'Recruitment', 'Office management']"
7529,Academic Supervisor October& Zayed,E,6th of October,Full Time,Manager,4 - 6 Yrs of Exp,['Education
7530,electrical technical office engineer,Confidential ,Nasr City,Full Time,Entry Level,0 - 2 Yrs of Exp,['Engineering - Construction
7531,electrical sales and marketing engineer,Confidential ,Nasr City,Full Time,Experienced,2 - 7 Yrs of Exp,['Marketing
7532,Accountant,Confidential ,10th of Ramadan City,Full Time,Experienced,2 - 4 Yrs of Exp,['Accounting
7533,Accountant,Easy copy ,Haram,Full Time,Experienced,1 - 5 Yrs of Exp,['Accounting
7534,Manufacturing Engineer,Easy copy ,Haram,Full Time,Entry Level,1 - 5 Yrs of Exp,['Installation
7535,Senior technical office engineer,Confidential ,Cairo,Full Time,Experienced,3 - 9 Yrs of Exp,['Engineering - Mechanical
7536,Receptionist,El,New Cairo,Full Time,Entry Level,Administration,"['Administration', 'Office management', 'receptionist']"
7537,General Practitioner,Confidential ,Abu Rawash,Part Time,Experienced,2 - 5 Yrs of Exp,"['Administration', 'Medical"
7538,HR Recruiter,"My Truck Logistics, LLC   ",Alexandria,Full Time,Experienced,1 - 3 Yrs of Exp,"['Administration', 'Human Resources', 'Logistics"
7539,HR Manager,"My Truck Logistics, LLC   ",Cairo,Full Time,Experienced,1 - 3 Yrs of Exp,"['Administration', 'Human Resources', 'Logistics"
7540,Front Desk Agent,SYE English Community ,6th of October,Full Time,Experienced,2+ Yrs of Exp,"['Administration', 'Customer Service', 'Customer Care', 'Customer Support', 'Administration', 'Admin', 'Operations', 'Sales', 'Microsoft Office', 'English']"
7541,Front Desk Agent,SYE English Community ,Nasr City,Full Time,Experienced,2+ Yrs of Exp,"['Administration', 'Customer Service', 'Customer Care', 'Customer Support', 'Administration', 'Admin', 'Operations', 'Sales', 'Microsoft Office', 'English']"
7542,Front Desk Agent,SYE English Community ,Dokki,Full Time,Experienced,2+ Yrs of Exp,"['Administration', 'Customer Service', 'Customer Care', 'Customer Support', 'Administration', 'Admin', 'Operations', 'Sales', 'Microsoft Office', 'English']"
7543,Logistics Sales Manager,"My Truck Logistics, LLC   ",Cairo,Full Time,Manager,2 - 10 Yrs of Exp,['Logistics
7544,Health & Safety Consultant,Confidential ,Sheraton,Full Time,Manager,15 - 20 Yrs of Exp,"['males_only', 'Engineering - Construction"
7545,Telesales Agent,SYE English Community ,Dokki,Full Time,Experienced,2+ Yrs of Exp,['Customer Service
7546,Accounting Manager,Global For Elevators and Esclators ,Heliopolis,Full Time,Manager,10 - 15 Yrs of Exp,['Accounting
7547,SEO Project Manager,Confidential ,Nasr City,Full Time,Experienced,7+ Yrs of Exp,['Marketing
7548,Junior Accountant,Safa International Travel ,Dokki,Full Time,Experienced,2 - 3 Yrs of Exp,"['males_only', 'Accounting"
7549,Finance Manager,Confidential ,Katameya,Full Time,Manager,10 - 12 Yrs of Exp,['Accounting
7550,Barista,People Dynamics ,Doha,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
7551,Head of Commercial,Confidential ,Maadi,Full Time,Manager,15+ Yrs of Exp,['Logistics
7552,Housekeeping Attendant,DAMAC Hills 2 Hotel ,Dubai,Full Time,Not specified,Administration,['Hospitality
7553,Immigration Coordinator,Move One Inc. ,Riyadh,Full Time,Not specified,Administration,['Customer Service
7554,Agent,Kerzner International Management ,Dubai,Full Time,Not specified,Administration,['Customer Service
7555,Catering Sales Executive,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Cairo,Full Time,Not specified,Business Development,['Customer Service
7556,Hematologist,Johns Hopkins Aramco Healthcare ,Riyadh,Full Time,Not specified,Medical/Healthcare,"['healthcare', 'medical']"
7557,Hostess,DAMAC Properties ,Dubai,Full Time,Not specified,Customer Service/Support,['Hospitality
7558,Senior Officer,Roads and Transport Authority ,Dubai,Full Time,Not specified,Accounting/Finance,"['Administration', 'Human Resources', 'Microsoft Office', 'Finance', 'Accounting', 'Business Administration', 'Administration', 'Human Resources"
7559,Head of Sales,Bayut ,Riyadh,Full Time,Not specified,Business Development,['Operations
7560,Manager Safety,Etihad Airways ,Abu Dhabi,Full Time,Not specified,Operations/Management,"['Quality', 'Engineering - Other', 'Safety', 'Engineering', 'Management', 'Health &amp; Safety', 'Quality', 'Quality Control', 'Quality Assurance']"
7561,Frontend Lead,Salla ,Riyadh,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7562,Corporate Purchasing Buyer,Nahdi ,Jeddah,Full Time,Not specified,Logistics/Supply Chain,['Sales
7563,Crew Scheduler,Etihad Airways ,Abu Dhabi,Full Time,Not specified,Administration,['Engineering - Construction
7564,Commi II,Alshaya Trade ,Kuwait City,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
7565,Senior Specialist,Roads and Transport Authority ,Dubai,Full Time,Not specified,Human Resources,['Marketing
7566,Department Subject Matter Expert,Emirates Group Careers ,Dubai,Full Time,Not specified,Customer Service/Support,['Analyst
7567,Expert,Roads and Transport Authority ,Dubai,Full Time,Not specified,IT/Software Development,['Marketing
7568,Lead Aeropolitical & Corporate Affairs Officer,Qatar Airways ,Doha,Full Time,Not specified,Administration,['Operations
7569,Receptionist,Wood ,Dubai,Full Time,Not specified,Administration,['Customer Service
7570,Team Leader,Park Hyatt Doha ,Doha,Full Time,Not specified,IT/Software Development,['Sales
7571,Registered Nurse,NMC Hospital ,Sharjah,Full Time,Not specified,Customer Service/Support,['Medical
